0.1  y=  1.105000  e^x= 1.1051709  error= 0.0001709
0.2  y=  1.221025  e^x= 1.2214028  error= 0.0003778
0.3  y=  1.349233  e^x= 1.3498588  error= 0.0006262
0.4  y=  1.490902  e^x= 1.4918247  error= 0.0009226
0.5  y=  1.647447  e^x= 1.6487213  error= 0.0012745
